,id,title,description,release_year,genres,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,tags
3230,tm1076198,Blue Dream: The Road to Wembley,"A docu-film that traces the victorious ride of Mancini's Azzurri, from the debut match to the final against England. A troupe lived with the Azzurri for a month, to bring the spectators into the lives of the players and all the members of the staff, between training sessions, matches, travels and celebrations. An adventure told through the voices of the protagonists, who confided dreams, joys, pains and hopes to the cameras. ""Blue Dream, the road to Wembley"" is the completion of a project started a year ago together with the FIGC, to tell the national team's approach to the European Championships through the 4 episodes aired in the days immediately preceding the European Championship, bringing the new television language of the docu-series to one of the most important time slots of the first generalist network. ""Blue Dream, the road to Wembley"" is a project of the New Formats Development Department",2021,"['documentation', 'sport']",7.1,792.0,4.84,7.9,StefanoAccorsi RobertoMancini MarcoVerratti CiroImmobile LorenzoInsigne GianluigiDonnarumma,"a docu-film that traces the victorious ride of mancini's azzurri, from the debut match to the final against england. a troupe lived with the azzurri for a month, to bring the spectators into the lives of the players and all the members of the staff, between training sessions, matches, travels and celebrations. an adventure told through the voices of the protagonists, who confided dreams, joys, pains and hopes to the cameras. ""blue dream, the road to wembley"" is the completion of a project started a year ago together with the figc, to tell the national team's approach to the european championships through the 4 episodes aired in the days immediately preceding the european championship, bringing the new television language of the docu-series to one of the most important time slots of the first generalist network. ""blue dream, the road to wembley"" is a project of the new formats development department stefanoaccorsi robertomancini marcoverratti ciroimmobile lorenzoinsigne gianluigidonnarumma"
3231,tm1064193,Private Network: Who Killed Manuel Buendía?,An account of the life and work of the famous Mexican journalist Manuel Buendía (1926-84) that seeks to unravel his murder and the links between Mexican politics and drug trafficking.,2021,"['history', 'documentation', 'crime']",6.8,224.0,2.804,7.3,DanielGiménezCacho,an account of the life and work of the famous mexican journalist manuel buendía (1926-84) that seeks to unravel his murder and the links between mexican politics and drug trafficking. danielgiménezcacho
3232,tm1120636,Johnny Test's Ultimate Meatloaf Quest,"Join Johnny and Dukey on an epic interactive quest to find the perfect meatloaf - and save themselves from eating Dad's gross ""garbage loaf"" for dinner.",2021,"['animation', 'family']",7.1,26.0,4.274,2.5,JamesArnoldTaylor TrevorDevall MarykeHendrikse LeeTockar IanJamesCorlett,"join johnny and dukey on an epic interactive quest to find the perfect meatloaf - and save themselves from eating dad's gross ""garbage loaf"" for dinner. jamesarnoldtaylor trevordevall marykehendrikse leetockar ianjamescorlett"
3233,tm1029314,Have You Ever Seen Fireflies?,"Rebellious, irreverent wunderkind Gülseren navigates loneliness, love and loss against the current of political turmoil and social change.",2021,"['drama', 'comedy']",6.1,5024.0,4.109,6.9,EcemErkek YılmazErdoğan BoraAkkaş UshanÇakır BülentÇolak AhmetRıfatŞungar BeytiEngin FatihÖzkan IlgazKaya ÖzlemTokaslan RızaAkın CanerAlkaya YigitcanBahçeci AnilAtes TugbaAydin ZekiOcak OnurKeskin ÇaglaTassümer HazalAtik SerenYilgin MeralKalelioglu AyferKizil MeralÇalisirAl GönülBoztepe EsraErsoy HavvaArslan EmineGulsumGoznumer FahrettinAvci NevzatYurdakul TolgaCemErdem HakanKarateke BeybunVeraTuran ArinEpilyaTuran TubaAydin RobertCatrini FrankGerrish,"rebellious, irreverent wunderkind gülseren navigates loneliness, love and loss against the current of political turmoil and social change. ecemerkek yılmazerdoğan boraakkaş ushançakır bülentçolak ahmetrıfatşungar beytiengin fatihözkan ilgazkaya özlemtokaslan rızaakın caneralkaya yigitcanbahçeci anilates tugbaaydin zekiocak onurkeskin çaglatassümer hazalatik serenyilgin meralkalelioglu ayferkizil meralçalisiral gönülboztepe esraersoy havvaarslan eminegulsumgoznumer fahrettinavci nevzatyurdakul tolgacemerdem hakankarateke beybunveraturan arinepilyaturan tubaaydin robertcatrini frankgerrish"
3234,tm1130275,Mo Amer: Mohammed in Texas,"In his hometown of Houston, Mo Amer takes on pandemic panic, disappointing Bradley Cooper, hummus appropriation and the subtle art of cursing in Arabic.",2021,['comedy'],6.5,652.0,2.831,4.3,MoAmer,"in his hometown of houston, mo amer takes on pandemic panic, disappointing bradley cooper, hummus appropriation and the subtle art of cursing in arabic. moamer"
3235,tm1150727,Kapil Sharma: I'm Not Done Yet,"From the liquid courage behind his tweets to the sobering realities of making it in Mumbai, Kapil's pouring his heart out — with a heavy glug of humor.",2022,['comedy'],6.9,3950.0,2.109,7.8,KapilSharma,"from the liquid courage behind his tweets to the sobering realities of making it in mumbai, kapil's pouring his heart out — with a heavy glug of humor. kapilsharma"
3236,tm1111559,Grumpy Christmas,"Bitter, grumpy patriarch Don Servando and his family travel to spend Christmas with Doña Alicia, a relative who becomes his ""ultimate nemesis"". It may be Christmas, but Don Servando is set on proving to everyone that Doña Alicia is a terrible person.",2021,['comedy'],4.4,355.0,32.532,7.6,HéctorBonilla BennyIbarra JacquelineBracamontes AlexRoseWiesel EduardoTanús TinaFrench YulianDiaz,"bitter, grumpy patriarch don servando and his family travel to spend christmas with doña alicia, a relative who becomes his ""ultimate nemesis"". it may be christmas, but don servando is set on proving to everyone that doña alicia is a terrible person. héctorbonilla bennyibarra jacquelinebracamontes alexrosewiesel eduardotanús tinafrench yuliandiaz"
3237,tm1015884,African America,"Upon discovering her acceptance into Julliard, Nompumelelo, a cynical South African, embezzles funds from her workplace and abandons her fiancé to live out her Broadway dream in New York City only to discover that 2017 U.S.A. is not as welcoming as she had dreamed. There she learns about true love, true happiness, and true citizenship.",2021,['drama'],5.2,68.0,1.755,,AnthonyGoss PhumiMthembu,"upon discovering her acceptance into julliard, nompumelelo, a cynical south african, embezzles funds from her workplace and abandons her fiancé to live out her broadway dream in new york city only to discover that 2017 u.s.a. is not as welcoming as she had dreamed. there she learns about true love, true happiness, and true citizenship. anthonygoss phumimthembu"
3238,tm1146635,Daiki Tsuneta: Tokyo Chaotic,"This documentary follows King Gnu frontman Daiki Tsuneta as he works with his musical collective millennium parade on their genre melding track ""2992"".",2021,"['documentation', 'music']",7.5,19.0,1.853,7.0,DaikiTsuneta,"this documentary follows king gnu frontman daiki tsuneta as he works with his musical collective millennium parade on their genre melding track ""2992"". daikitsuneta"
3239,tm1121098,Will You Marry?,"Honey and Sweet, a Filipino mother and daughter arrive in Copenhagen, uncertain of what the trip might lead to, but Sweet certainly does not trust her mother's Danish fiance, Fergus.",2021,"['romance', 'drama']",4.9,58.0,1.304,5.0,KBrosas ElisseJoson AlwynUytingco HannahLedesma PioBalbuena AnjoYllana PaulLyderer JeanetLangBolvig DeanieMofjeld JesperS.Nielsen MichaelCardeno,"honey and sweet, a filipino mother and daughter arrive in copenhagen, uncertain of what the trip might lead to, but sweet certainly does not trust her mother's danish fiance, fergus. kbrosas elissejoson alwynuytingco hannahledesma piobalbuena anjoyllana paullyderer jeanetlangbolvig deaniemofjeld jespers.nielsen michaelcardeno"
3240,tm1023438,Trapped,"Trapped revolves around a number of women from different walks of life whose destinies are tied together; being all under one siege. As the events unfold, their own personal stories reflect on a far bigger siege that depicts the shackles imposed by a patriarchal society.",2021,['drama'],6.4,10.0,1.631,,HabibaEffat MonaHala RagwaHamed ReemHijab FarahMaged NeamaMohsen,"trapped revolves around a number of women from different walks of life whose destinies are tied together; being all under one siege. as the events unfold, their own personal stories reflect on a far bigger siege that depicts the shackles imposed by a patriarchal society. habibaeffat monahala ragwahamed reemhijab farahmaged neamamohsen"
3241,tm965758,Brother in Love 2,"On the eve of his wedding, a young man must deal with the trouble caused by an unexpected guest — his bride's former brother-in-law.",2021,['comedy'],6.5,2328.0,2.537,6.5,CemGelinoğlu MelisBabadağ HakanYılmaz MüfitKayacan LaleBaşar SelenDomaç EcrinMoğultay MekinSezer NezaketErden,"on the eve of his wedding, a young man must deal with the trouble caused by an unexpected guest — his bride's former brother-in-law. cemgelinoğlu melisbabadağ hakanyılmaz müfitkayacan lalebaşar selendomaç ecrinmoğultay mekinsezer nezaketerden"
3242,tm1120766,Angèle,"Belgian pop star Angèle reflects on her life and hopes as she finds balance amid the tears, joys and loneliness of fame. Told through her own words.",2021,"['documentation', 'music']",7.0,518.0,4.432,7.1,Angèle,"belgian pop star angèle reflects on her life and hopes as she finds balance amid the tears, joys and loneliness of fame. told through her own words. angèle"
3243,tm1091823,Boomika,"Samyuktha's husband Gautham acquires a contract to build a township villa in an abandoned forest area. Gautham takes the help of his close friend Gayathri, an architect, to plan the construction. Gautham, Samyuktha, Gayathri, Aditi visit the guest house in the forest area to plan the construction. However, they start to experience several paranormal activities in the guest house which leaves them shocked and terrified.",2021,"['thriller', 'horror']",5.5,2553.0,1.945,7.2,AvantikaVandanapu,"samyuktha's husband gautham acquires a contract to build a township villa in an abandoned forest area. gautham takes the help of his close friend gayathri, an architect, to plan the construction. gautham, samyuktha, gayathri, aditi visit the guest house in the forest area to plan the construction. however, they start to experience several paranormal activities in the guest house which leaves them shocked and terrified. avantikavandanapu"
3244,tm1068777,Bankrolled,"While blind drunk, two unemployed millennials entrepreneurs drunkenly post a video pitch about their revolutionary app to a crowdfunding site. When the app catches fire and they accidentally raise millions of dollars they actually have to create the app.",2021,['comedy'],4.0,312.0,20.242,5.9,RicardoPolanco AldoEscalante NataliaTéllez FabrizioSantini SeoJuPark MaríaChacón GiuseppeGamba JoaquínFerreira,"while blind drunk, two unemployed millennials entrepreneurs drunkenly post a video pitch about their revolutionary app to a crowdfunding site. when the app catches fire and they accidentally raise millions of dollars they actually have to create the app. ricardopolanco aldoescalante nataliatéllez fabriziosantini seojupark maríachacón giuseppegamba joaquínferreira"
3245,tm988801,June & Kopi,"A street dog is taken in by a young couple, and the family pit becomes an instant accomplice as he adjusts to his new, loving home.",2021,"['drama', 'comedy', 'family']",6.3,554.0,2.766,7.0,AchaSeptriasa RyanDelon MakaylaRose TJ,"a street dog is taken in by a young couple, and the family pit becomes an instant accomplice as he adjusts to his new, loving home. achaseptriasa ryandelon makaylarose tj"
3246,tm998544,Here and There,"As the community quarantine puts the nation on hold, a political science major and a student working part time as a delivery driver butt heads online – but soon find themselves falling for each other. Will their love survive once it’s taken offline?",2021,"['drama', 'romance']",6.7,52.0,0.933,4.7,JanineGutierrez JCSantos,"as the community quarantine puts the nation on hold, a political science major and a student working part time as a delivery driver butt heads online – but soon find themselves falling for each other. will their love survive once it’s taken offline? janinegutierrez jcsantos"
3247,tm1109080,Mughizh,"A girl who is scared of dogs gets a puppy, which helps her overcome her fear, and teaches her about life and loss.",2021,['drama'],,,2.041,4.0,VijaySethupathi ReginaCassandra ShreejaVijaySethupathi Maruthupandian MariaAmirthraj PraveenMuthurangana,"a girl who is scared of dogs gets a puppy, which helps her overcome her fear, and teaches her about life and loss. vijaysethupathi reginacassandra shreejavijaysethupathi maruthupandian mariaamirthraj praveenmuthurangana"
3248,tm1131895,Love Is Color Blind,"After an accident left a budding artist color blind, his best friend takes it upon herself to bring back the colors in his life and make him realize her unwavering love. But this proves to be no easy task when a potential rival enters the picture.",2021,"['comedy', 'romance']",6.1,661.0,1.829,8.0,DonnyPangilinan BelleMariano JeremiahLisbo AngelinaCruz JohnLapus HyubsAzarcon DonnaCariaga ArielRivera ArabellaDavao ReichAlim AmandaZamora MikaPajares EsnyrRanollo LloydSamartino RyanBang EulaValdez,"after an accident left a budding artist color blind, his best friend takes it upon herself to bring back the colors in his life and make him realize her unwavering love. but this proves to be no easy task when a potential rival enters the picture. donnypangilinan bellemariano jeremiahlisbo angelinacruz johnlapus hyubsazarcon donnacariaga arielrivera arabelladavao reichalim amandazamora mikapajares esnyrranollo lloydsamartino ryanbang eulavaldez"
3249,tm1098060,Shadow Parties,A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,2021,"['action', 'drama', 'thriller']",6.2,9.0,1.286,,JideKosoko OmotolaJalade-Ekeinde YemiBlaq SolaSobowale KenErics SegunArinze JibolaDabo RotimiSalami PaJimiSolanke NnennaRachaelOkonkwo LucienMorgan MagdalenaKorpas MisturaOlusanya,a family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals. jidekosoko omotolajalade-ekeinde yemiblaq solasobowale kenerics segunarinze jiboladabo rotimisalami pajimisolanke nnennarachaelokonkwo lucienmorgan magdalenakorpas misturaolusanya
