,Unnamed: 0,id,title,description,release_year,genres,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,tags
811,811,ts89840,Virgin River,"After seeing an ad for a midwife, a recently divorced big-city nurse moves to the redwood forests of California, where she meets an intriguing man.",2019,"['drama', 'romance']",7.4,36459.0,169.37,8.034,AlexandraBreckenridge MartinHenderson ColinLawrence LaurenHammersley TimMatheson BenjaminHollingsworth,"after seeing an ad for a midwife, a recently divorced big-city nurse moves to the redwood forests of california, where she meets an intriguing man. alexandrabreckenridge martinhenderson colinlawrence laurenhammersley timmatheson benjaminhollingsworth"
812,812,ts87466,Demon Slayer: Kimetsu no Yaiba,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a “demon slayer” so that he can turn his sister back into a human, and kill the demon that massacred his family.",2019,"['scifi', 'action', 'animation', 'horror', 'fantasy', 'thriller']",8.7,93604.0,94.263,8.809,NatsukiHanae AkariKito HiroShimono YoshitsuguMatsuoka KatsuyukiKonishi MiyukiSawashiro,"it is the taisho period in japan. tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. to make matters worse, his younger sister nezuko, the sole survivor, has been transformed into a demon herself. though devastated by this grim reality, tanjiro resolves to become a “demon slayer” so that he can turn his sister back into a human, and kill the demon that massacred his family. natsukihanae akarikito hiroshimono yoshitsugumatsuoka katsuyukikonishi miyukisawashiro"
813,813,ts87248,In the Dark,"Murphy is a flawed and irreverent woman who just happens to be blind and is the only “witness” to the murder of her drug-dealing friend, Tyson. When the police dismiss her story, she sets out with her dog, Pretzel, to find the killer while also managing her colorful dating life and the job she hates at Breaking Blind — the guide-dog school owned by her overprotective parents.",2019,"['drama', 'comedy', 'action', 'crime', 'horror']",7.5,11409.0,39.136,7.9,PerryMattfeld MorganKrantz CaseyDeidrick KestonJohn TheodoreBhat MattMurray MarianneRendón,"murphy is a flawed and irreverent woman who just happens to be blind and is the only “witness” to the murder of her drug-dealing friend, tyson. when the police dismiss her story, she sets out with her dog, pretzel, to find the killer while also managing her colorful dating life and the job she hates at breaking blind — the guide-dog school owned by her overprotective parents. perrymattfeld morgankrantz caseydeidrick kestonjohn theodorebhat mattmurray mariannerendón"
814,814,ts90311,Vinland Saga,"For a thousand years, the Vikings have made quite a name and reputation for themselves as the strongest families with a thirst for violence. Thorfinn, the son of one of the Vikings' greatest warriors, spends his boyhood in a battlefield enhancing his skills in his adventure to redeem his most-desired revenge after his father was murdered.",2019,"['animation', 'action', 'drama', 'war', 'history']",8.8,32535.0,15.663,8.6,YutoUemura NaoyaUchida KenshoOno HirokiYasumoto AkioOtsuka,"for a thousand years, the vikings have made quite a name and reputation for themselves as the strongest families with a thirst for violence. thorfinn, the son of one of the vikings' greatest warriors, spends his boyhood in a battlefield enhancing his skills in his adventure to redeem his most-desired revenge after his father was murdered. yutouemura naoyauchida kenshoono hirokiyasumoto akiootsuka"
815,815,ts80962,Tuca & Bertie,Free-spirited toucan Tuca and self-doubting song thrush Bertie are best friends -- and birds -- who guide each other through life's ups and downs.,2019,"['comedy', 'animation']",7.3,7023.0,18.246,7.2,TiffanyHaddish AliWong StevenYeun,free-spirited toucan tuca and self-doubting song thrush bertie are best friends -- and birds -- who guide each other through life's ups and downs. tiffanyhaddish aliwong stevenyeun
816,816,ts86497,Russian Doll,Nadia keeps dying and reliving her 36th birthday party. She's trapped in a surreal time loop -- and staring down the barrel of her own mortality.,2019,"['comedy', 'drama']",7.8,91649.0,18.072,7.5,NatashaLyonne CharlieBarnett GretaLee ElizabethAshley ChloëSevigny,nadia keeps dying and reliving her 36th birthday party. she's trapped in a surreal time loop -- and staring down the barrel of her own mortality. natashalyonne charliebarnett gretalee elizabethashley chloësevigny
817,817,ts254656,Jurassic World: Camp Cretaceous,Six teens attending an adventure camp on the opposite side of Isla Nublar must band together to survive when dinosaurs wreak havoc on the island.,2020,"['action', 'animation', 'scifi', 'family']",7.5,8022.0,259.059,8.0,JameelaJamil GlenPowell RyanPotter RainiRodriguez Paul-MikélWilliams KausarMohammed SeanGiambrone JennaOrtega,six teens attending an adventure camp on the opposite side of isla nublar must band together to survive when dinosaurs wreak havoc on the island. jameelajamil glenpowell ryanpotter rainirodriguez paul-mikélwilliams kausarmohammed seangiambrone jennaortega
818,818,ts57327,The Witcher,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",2019,"['scifi', 'action', 'horror', 'drama', 'fantasy']",8.2,472202.0,101.869,8.244,HenryCavill AnyaChalotra FreyaAllan MimiNdiweni,"geralt of rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts. henrycavill anyachalotra freyaallan mimindiweni"
819,819,ts216679,Bridgerton,"Wealth, lust, and betrayal set in the backdrop of Regency era England, seen through the eyes of the powerful Bridgerton family.",2020,"['drama', 'history', 'romance']",7.3,129085.0,106.118,8.2,AdjoaAndoh LorraineAshbourne SimoneAshley JonathanBailey HarrietCains BessieCarter CharithraChandran ShelleyConn NicolaCoughlan RuthGemmell FlorenceHunt ClaudiaJessie GoldaRosheuvel LukeThompson WillTilston PollyWalker RupertYoung CalamLynch JulieAndrews,"wealth, lust, and betrayal set in the backdrop of regency era england, seen through the eyes of the powerful bridgerton family. adjoaandoh lorraineashbourne simoneashley jonathanbailey harrietcains bessiecarter charithrachandran shelleyconn nicolacoughlan ruthgemmell florencehunt claudiajessie goldarosheuvel lukethompson willtilston pollywalker rupertyoung calamlynch julieandrews"
820,820,ts237109,Control Z,"When a hacker begins releasing students' secrets to the entire high school, the socially isolated but observant Sofía works to uncover his/her identity.",2020,"['drama', 'thriller']",6.9,8895.0,473.002,8.2,AnaValeriaBecerril MichaelRonda YankelStevan MacarenaGarcía FionaPalomo AndrésBaida PatricioGallardo XabianiPoncedeLeón PatriciaMaqueo,"when a hacker begins releasing students' secrets to the entire high school, the socially isolated but observant sofía works to uncover his/her identity. anavaleriabecerril michaelronda yankelstevan macarenagarcía fionapalomo andrésbaida patriciogallardo xabianiponcedeleón patriciamaqueo"
821,821,ts81007,After Life,"Tony had a perfect life. But after his wife Lisa suddenly dies, Tony changes. After contemplating taking his own life, he decides instead to live long enough to punish the world by saying and doing whatever he likes from now on.",2019,"['comedy', 'drama']",8.4,129243.0,19.931,7.843,RickyGervais TomBasden KerryGodliman DavidBradley JoeWilkinson TonyWay DianeMorgan AshleyJensen TommyFinnegan JoHartley PenelopeWilton DavidEarl EthanLawrence MichelleGreenidge KathHughes,"tony had a perfect life. but after his wife lisa suddenly dies, tony changes. after contemplating taking his own life, he decides instead to live long enough to punish the world by saying and doing whatever he likes from now on. rickygervais tombasden kerrygodliman davidbradley joewilkinson tonyway dianemorgan ashleyjensen tommyfinnegan johartley penelopewilton davidearl ethanlawrence michellegreenidge kathhughes"
822,822,ts252505,Are You Afraid of the Dark?,"Each season of this horror anthology series follows a different group of kids, members of the Midnight Society, as they discover terrifying curses and creatures.",2019,"['thriller', 'horror', 'family', 'drama', 'fantasy']",7.0,2216.0,63.359,7.5,LylianaWray SamAsheArnold MiyaCech JeremyRayTaylor TamaraSmart RafaelCasal,"each season of this horror anthology series follows a different group of kids, members of the midnight society, as they discover terrifying curses and creatures. lylianawray samashearnold miyacech jeremyraytaylor tamarasmart rafaelcasal"
823,823,ts191559,The UnXplained,"The show will explore the facts behind the world's most fascinating, strange and inexplicable mysteries.",2019,['documentation'],7.1,1011.0,8.132,8.6,WilliamShatner,"the show will explore the facts behind the world's most fascinating, strange and inexplicable mysteries. williamshatner"
824,824,ts89259,The Queen's Gambit,"In a Kentucky orphanage in the 1950s, a young girl discovers an astonishing talent for chess while struggling with addiction.",2020,"['drama', 'sport']",8.6,420100.0,82.702,8.624,AnyaTaylor-Joy IslaJohnston BillCamp MarielleHeller MosesIngram ChloePirrie MarcinDorociński ThomasBrodie-Sangster JacobFortune-Lloyd HarryMelling,"in a kentucky orphanage in the 1950s, a young girl discovers an astonishing talent for chess while struggling with addiction. anyataylor-joy islajohnston billcamp marielleheller mosesingram chloepirrie marcindorociński thomasbrodie-sangster jacobfortune-lloyd harrymelling"
825,825,ts83555,"Roswell, New Mexico","After reluctantly returning to her tourist-trap hometown of Roswell, New Mexico, the daughter of undocumented immigrants discovers a shocking truth about her teenage crush who is now a police officer—he’s an alien who has kept his unearthly abilities hidden his entire life. She protects his secret as the two reconnect and begin to investigate his origins, but when a violent attack and long-standing government cover-up point to a greater alien presence on Earth, the politics of fear and hatred threaten to expose him and destroy their deepening romance.",2019,"['scifi', 'drama', 'romance']",6.1,12343.0,46.094,8.1,JeanineMason NathanParsons LilyCowles MichaelVlamis MichaelTrevino HeatherHemmens TylerBlackburn AmberMidthunder,"after reluctantly returning to her tourist-trap hometown of roswell, new mexico, the daughter of undocumented immigrants discovers a shocking truth about her teenage crush who is now a police officer—he’s an alien who has kept his unearthly abilities hidden his entire life. she protects his secret as the two reconnect and begin to investigate his origins, but when a violent attack and long-standing government cover-up point to a greater alien presence on earth, the politics of fear and hatred threaten to expose him and destroy their deepening romance. jeaninemason nathanparsons lilycowles michaelvlamis michaeltrevino heatherhemmens tylerblackburn ambermidthunder"
